823:508,1002,2715,219,4187,1065,4194,1644,3867,1786
825:17,302,654,76,616,58,8,84,29,650
833:17,302,654,76,616,58,8,84,29,650
835:17,302,654,616,58,8,84,29,650,70
838:10175,857,1076,2392,817,6900,32127,5534,25265,31157
844:17,302,654,616,58,8,866,84,29,650
850:361,1995,829,657,9890,20467,13083,9482,13468,8818
856:17,302,654,76,616,58,8,84,29,650
857:17,302,654,616,58,8,84,29,650,70
874:17,302,654,76,616,58,8,866,84,29
891:866,13083,20467,8818,17934,56260,21098,2638,1763,5445
899:508,15,245,61,32,787,65,1196,902,358
900:407,2602,9388,5598,2447,24211,4126,4941,3367,37386
911:17,84,354,1102,301,289,901,356,190,1535
918:76,564,518,542,354,508,138,301,736,15
925:736,4414,1957,810,14328,13901,2930,35048,2716,4123
926:17,302,654,616,58,8,84,29,650,70
937:17,302,654,616,58,8,84,29,650,70
949:920,95433,118218
964:301,245,931,119,131,4268,353,1744,1578,2302
970:2026,14636,939,20931,36227,50946,19925,82094,39096,45359
977:17,302,654,76,616,58,8,866,84,29
981:441,1065,7869,4513,3618,1340,13,4421,16036,1256
982:899,947,48,2162,1187,875,6450,4420,5176,109
984:302,654,616,58,8,84,29,650,518,542
992:81,500,780,710,1744,1002,5767,2275,3137,2715
993:17,302,654,616,58,8,866,84,29,650
998:654,616,58,8,84,29,650,81,70,564
1000:17,302,654,76,616,58,8,84,29,650
1007:302,654,76,616,58,8,84,29,650,70
1027:719,463,984,5480,661,1400,8860,760,574,2582
1028:302,654,616,58,8,84,29,518,542,354
1044:84,1102,409,891,429,114,1511,1937,155,1762
1045:302,654,616,58,8,84,29,650,70,564
1049:698,3148,670,1003,3105,3672,408,26191,41249,10807
1068:2021,4547,5574,16506,2672,18201,667,42511,12139,76432
1069:17,302,654,616,58,8,84,29,650,70
1070:302,654,616,58,8,84,29,650,70,564
1082:17,302,654,76,616,58,8,84,29,650
1083:4903,31086,45686,62335,108662
1088:76,8,70,564,518,542,736,15,289,101
1094:17,302,654,76,616,58,8,866,84,29
1116:17,654,84,29,354,1102,138,301,736,15
1121:26579,14573,6532,99297,6428,61688,85818,77731,121205,9120
1125:17,302,654,616,58,8,84,29,650,81
1127:518,542,508,15,289,101,245,327,61,861
1132:616,81,15,61,861,32,65,554,1196,902
1133:17,302,654,76,616,58,8,866,84,29
1140:17,302,654,616,58,8,84,29,650,70
1141:1551,1468,7334,1077,83175,19411,49643,23827,11539,11559
1148:834,44,2021,377,12022,2982,13419,4976,36630,15777
1153:302,654,616,58,8,84,29,650,70,564
1163:93420
1166:245,327,61,32,787,65,94,1382,364,1023
1172:616,58,650,564,518,542,508,138,736,15
1192:302,654,616,58,8,84,29,650,70,564
1204:2030,146,1136,674,692,4113,3632,5819,4018,1116
1208:1140,1709,2868,11,913,10,2311,14700,6548,4398
1209:508,891,1790,3288,2337,5292,1435,563,157,388
1234:224,1344,3088,984,6901,5480,1400,187,8860,760
1236:327,202,8095,14894,13049,5905,43310,2246,161,18846
1245:17,654,84,29,518,354,1102,138,301,736
1263:302,654,616,58,8,84,29,650,564,518
1267:17,654,58,84,29,518,542,354,1102,138
1269:2337,1527,3107,4825,2241,10041,3172,1206,6434,23191
1288:9595,1017,21715,12557,23313,26123,1219,26303,34691,13282
1295:17,302,654,616,58,8,84,29,650,70
1296:302,654,616,58,8,84,29,650,70,518
1302:302,654,616,58,8,84,29,650,564,518
1305:302,654,616,58,84,29,518,542,354,1102
1342:8,5998,803,9077,4027,13273,15507,16676,10507,61772
1382:736,65,1410,1405,656,2200,119,103,131,1126
1389:9832,75115,40853,61636,46458,95032,56417,15025,99420,4540
1391:5741,16935,17426,1310,34309,14511,7215,28538,28340,51399
1397:3423,1888,8586,34595,33017,22871,17713,1316,43015,31501
1402:17,302,654,616,58,8,84,29,650,70
1405:15022,1323,24722,96890
1407:18420,443,23939,10654,47532,50619,52434,58275,26160,100342
1408:76,8,114,5998,2955,803,392,7407,2076,387
1409:17,302,654,76,616,58,8,866,84,29
1412:138,5581,786,1329,9838,615,5459,27571,4801,21817
1413:17,302,654,76,616,58,8,866,84,29
1418:17,302,654,616,58,8,84,29,650,70
1419:4755,1352,1205,1527,2880,3107,189,4825,1712,10041
1420:17,302,654,616,58,8,84,29,650,70
1427:17,302,654,76,616,58,8,84,29,650
1430:616,564,861,554,1196,902,486,356,483,190
1431:17,302,654,616,58,8,84,29,650,70
1435:17,302,654,616,58,8,84,29,650,70
1437:238,1344,826,6545,10181,1677,1418,10163,425,3798
1441:27322,67843,23647,50221,75117,86391,120898,7594,98871,35719
1447:70,518,542,226,508,15,289,101,245,327
1448:3307,7024,65983,1361,31870,97183,42095,12801,3475,48172
1457:1023,1332,7989,1033,29905,9368,408,4169,34053,9227
1458:17,302,654,76,616,58,8,84,29,650
1469:17,302,654,616,58,8,84,29,650,70
1477:8,84,564,518,542,736,15,289,101,899
1486:2318,463,6901,684,9265,13896,3709,10902,617,18240
1490:361,327,358,1126,254,709,1402,3162,6793,7194
1491:17,302,654,616,58,84,29,518,542,354
1500:17,302,654,76,616,58,8,866,84,29
1503:17,302,654,616,58,8,84,29,650,70
1517:78351,16758,1430,41867,72945,105147,80984,121719,33796,46049
1518:327,873,656,2583,2097,2031,3867,6793,3162,563
1535:17,302,654,76,616,58,8,84,29,650
1551:17,302,654,76,616,58,8,84,29,650
1552:1465,35722,19245,10906,89980,15294,91148,10061,53805,73724
1553:15,486,1511,2512,633,73,642,1231,530,2469
1559:17,302,654,616,58,8,84,29,650,70
1560:17,302,654,616,58,8,84,29,650,70
1561:17,302,654,76,616,58,8,84,29,650
1562:17,302,654,76,616,58,8,866,84,29
1569:6733,17317,57656,53395,20396,39253,43268,74845,86819,33170
1570:2342,2668,18,1512,14047,4765,534,7648,14035,15122
1588:1503,9236,32297,66672,88519,72078,103870,51376,48049,14061
1589:17,302,654,616,58,8,84,29,650,70
1591:1506,69776
1601:61,378,1344,398,511,86,2172,1624,1871,209
1602:616,8,84,70,564,518,542,354,1102,508
1629:564,518,542,15,101,245,61,861,32,787
1634:13896,811,7418,17855,8337,77141,10783,83050,29473,32083
1642:17,302,654,616,58,8,84,29,650,70
1653:8,518,542,508,15,289,101,285,6,61
1654:17,302,654,76,616,58,8,84,29,650
1655:17,302,654,616,58,8,84,29,650,70
1668:17,302,654,616,58,8,84,29,650,70
1681:302,654,76,616,58,8,84,29,650,70
1703:17,302,654,616,58,8,84,29,650,70
1721:9916,8739,6215,1618,36175,25988,18166,29189,34700,31956
1727:224,780,2937,193,6395,217,3516,8130,9332,7932
1728:17,302,654,616,58,84,29,518,542,354
1745:15,65,2200,1744,1164,1065,2166,3163,1393,1521
1746:239,1403,114,3304,1960,7841,6923,2831,221,6007
1751:17,654,8,84,29,518,542,354,1102,138
1756:17,302,654,616,58,8,84,29,518,542
1758:564,238,861,32,554,1196,902,364,409,486
1761:4194,10451,23824,41065,46994,23102,3960,21610,15460,10067
1767:17,302,654,616,58,8,84,29,650,70
1779:25515,93097,1674,93631,103533,37843,83224,86913
1780:12637,13960,67574,32648,88524,48208,72271,76116,119320,82291
1783:302,654,616,58,84,29,650,564,518,542
1787:17,302,654,616,58,8,84,29,650,70
1788:76,81,70,564,226,986,1023,1535,780,1126
1794:518,542,15,289,101,245,61,322,363,861
1796:17,302,654,76,616,58,8,866,84,29
1803:650,354,1196,358,1382,1535,1140,1403,114,1511
1820:327,431,4755,1527,2880,3107,189,4825,10041,3172
1821:245,2193,813,54,3313,4422,9572,5699,8398,381
1822:302,654,76,616,58,8,84,29,650,564
1823:17,302,654,616,58,8,84,29,650,70
1840:17,302,654,76,616,58,8,84,29,650
1841:226,168,719,463,984,5480,661,1400,8860,760
1842:654,289,101,861,554,239,190,1140,859,1403
1850:518,239,4008,2538,9077,4027,4563,13273,6340,6862
1853:564,361,698,546,199,1578,117,1200,4904,254
1854:302,654,616,58,8,84,29,650,70,564
1862:17,302,654,76,616,58,8,84,29,650
1880:70,899,48,2162,1187,875,6450,4420,2789,3389
1883:17,302,654,616,58,8,84,29,650,70
1890:17,84,518,354,1102,138,301,736,289,101
1891:6,331,22733,2674,2446,40935,15841,49245,17178,22572
1893:17,302,654,616,58,8,84,29,650,70
1894:17,302,654,76,616,58,8,84,29,650
1911:24319,103762,50448,11490,1793,97217,17966,29727,5466,77921
1912:70,358,1245,449,1762,5998,521,709,2024,10600
1913:363,1822,2369,1794,2976,6548,2644,1920,5026,10040
1930:840,157,3196,197,10541,5111,27070,13049,7160,5627
1932:500,1730,4413,10039,5097,3568,5670,890,5812,17403
1950:17,302,654,76,616,58,8,866,84,29
1951:18704,24167,55595,60565,97018,105336,117484,29554,98841,108423
1952:302,654,616,58,8,84,29,650,81,70
2005:17,302,654,76,616,58,8,84,29,650
2017:89797,101380,1882,105631,111332,14132,123006,20832
2025:7812,94152,27662,35948,32452,48829,56213,32812,79573,90630
2030:81,1109,780,999,5767,1475,194,754,731,140
2034:4012,22975,39774,86756,91758,35598,57937,64599,1895,22904
2038:1690,466,21610,55410,38879,41561,32136,53598,23939,40414
2046:19871,3372,17646,27296,25662,23245,57841,87209,26205,10770
2058:3440,69,1617,1917,38690,12597,17944,52829,65161,55235
2068:654,616,58,8,84,29,650,81,70,564
2070:17,654,58,8,84,29,518,542,354,1102
2071:17,302,654,76,616,58,8,84,29,650
2072:17,302,654,616,58,8,84,29,650,518
2074:2139,500,1205,5287,3484,5292,827,5663,8772,3977
2075:17,302,654,616,58,8,84,29,650,70
2076:1933,89239
2077:302,654,616,58,8,866,84,29,650,70
2080:302,654,616,58,8,84,29,650,564,518
2085:70,508,15,245,61,32,787,500,902,94
2097:17,302,654,76,616,58,8,84,29,650
2112:354,361,378,168,719,1764,2275,463,984,7006
2115:8,518,542,15,361,289,101,245,327,61
2116:8,518,542,15,289,101,6,899,245,61
2123:302,654,616,58,8,84,29,650,81,70
2135:81,508,986,1410,356,780,953,5767,3137,731
2141:24068,1993,27507,9121,86181,40527,48256,90907,103670,10261
2147:6589,49,13203,11396,14193,6605,32352,18114,1734,6614
2154:76,564,698,364,378,1535,168,103,1099,719
2160:302,654,616,58,8,866,84,29,650,564
2162:168,1069,1326,2318,984,463,5480,661,1400,8860
2170:302,654,616,58,8,84,29,650,70,564
2177:7590,2025,46328,12176,60286,90579,109504,39365,49071,56957
2184:17,302,654,616,58,8,84,29,650,70
2185:1348,546,1499,294,1332,5767,731,2342,4008,2031
2187:2033,24747
2211:70,238,901,273,2548,5567,840,754,834,392
2223:500,2869,5812,17403,20279,12227,11157,53145,8485,76092
2243:226,15,245,61,363,32,787,65,902,500
2244:302,654,76,616,58,8,84,29,650,70
2247:17,302,654,76,616,58,8,84,29,650
2250:19633,36528,47112,31607,2091,54861,122116,18170,45121,99751
2253:81,500,1344,780,719,441,5767,3137,731,1884
2260:120278,2099,36850,41132,44354,45572,78349
2261:17,302,654,76,616,58,8,866,84,29
2262:2102
2290:17,302,654,76,616,58,8,84,29,650
2291:17,302,654,616,58,8,84,29,650,70
2293:8,518,289,101,902,119,114,999,1511,1804
2301:2141,39729,48001,65573,6661,16718,51942,101420,9856,108161
2302:16229,5587,2559,20300,2142,39395,33882,15642,70923,63084
2304:168,1069,1131,2318,984,463,14754,1970,5480,661
2318:17,302,654,76,616,58,8,84,29,650
2325:17,8,84,518,354,1102,138,301,736,289
2335:302,654,76,616,58,8,84,29,650,70
2343:70575,104651,7071,29227,73935,13519,21567,106917,108101,61599
2346:226,45806,9812,16685,50671,21513,32034,7325,21849,67482
2347:2186,18156,16248,100785,60378,96431,72786,106869,50674,86025
2348:302,654,616,58,8,84,29,650,81,70
2362:2197,35855,58403,61944,87518,109679
2363:654,616,58,29,1102,15,289,101,6,61
2364:17,302,654,616,58,8,84,29,650,518
2369:226,398,1131,385,1534,11644,5598,2447,9629,805
2373:8,70,518,226,902,114,999,1511,2193,422
2381:873,902,402,3234,1476,1086,1578,1832,495,1305
2382:76,2140,4364,2955,670,1606,12776,165,1370,2063
2384:899,48,2162,1187,398,875,6450,4420,2789,3389
2385:654,1196,1140,1511,1476,495,4414,4174,892,726
2392:2222
2393:84,518,542,1102,508,15,101,6,245,327
2394:17,302,654,616,58,8,84,29,650,70
2395:302,654,616,58,8,84,29,650,70,564
2399:81,70,354,226,508,138,94,364,1382,1023
2405:302,654,616,58,8,84,29,650,70,564
2407:361,1995,14237,5097,10043,890,1649,4743,8218,4963
2408:17,84,354,1102,1348,2024,5514,3163,1212,761
2419:2372,2249,13874,44167,24797,105819,6619,33587,42594,71231
2429:829,9890,9482,13468,43587,66410,73567,71119,23821,40070
2447:17,302,654,616,58,8,84,29,650,70
2452:27176,95533,20575
2453:35225,23740,71417,29657,123316,2283,50818,68631,110105
2454:698,378,826,4755,117,1352,1460,2967,3142,7006
2456:302,654,616,58,84,29,564,542,354,1102
2461:17,302,654,76,616,58,8,84,29,650
2464:17,302,654,616,58,8,866,84,29,650
2465:17,302,654,616,58,8,84,29,650,518
2469:17,302,654,616,58,8,84,29,650,70
2489:2318,661,3709,34134,36424,34589,14748,22395,18895,2012
2491:33741
2499:5869,1274,15250,42693,73474,47059,60352,25560,58941,12752
2500:17,302,654,616,58,8,866,84,29,650
2501:1825,7620,8680,10473,6278,27710,10759,6913,49896,22827
2505:302,654,616,58,8,84,29,650,518,542
2510:2337,2869,10291,10406,30152,35354,14435,30139,40898,35697
2515:76,238,749,1402,3159,5286,766,670,10181,3774
2518:2139,1730,10039,5097,3568,2063,890,4743,10254,18425
2520:302,654,616,58,8,84,29,650,70,564
2521:17,302,654,616,58,8,84,29,70,518
2524:29,394,8445,5961,8665,3751,6862,2454,9311,1653
2536:302,654,616,58,8,84,29,650,70,564
2541:17,302,654,616,58,8,84,29,650,70
2547:224,236,182,97,116,675,1693,2626,3235,5084
2553:44131,2374,19603,23309,21406,35177,8895,58057,29263,31397
2558:302,654,76,616,58,8,84,29,650,70
2560:17,302,654,616,58,8,84,29,650,70
2563:17,302,654,616,58,8,84,29,650,70
2573:17,302,654,616,58,8,84,29,650,70
2591:650,1196,409,1550,45,114,3101,1511,1804,1578
2596:8,6,114,1937,1822,5998,803,7407,1342,7841
2597:81,3423,2241,7211,3718,3374,8511,12727,3516,16404
2601:654,1424,3039,4671,10,3563,1573,283,2014,7622
2604:81,65,3423,2241,7211,13544,2406,3718,3374,8588
2611:17,654,84,29,518,542,354,1102,138,301
2612:17,302,654,76,616,58,8,84,29,650
2615:17,302,654,616,58,8,84,29,650,70
2625:70,1744,2275,3506,1827,1501,2696,2714,2403,3207
2626:17,302,654,616,58,8,84,29,650,70
2634:289,61,2200,1511,86,530,4025,3313,2024,6923
2636:17,302,654,616,58,8,84,29,650,518
2639:1382,2922,21552,29709,13162,31954,13387,50084,17667,10989
2650:10220,46994,8836,57321,32005,23373,86115,75058,89820,13766
2661:3213,320,26631,73760,33888,49024,80831,23485,49910,20751
2663:873,947,4368,9163,2058,7642,12445,24763,36085,4884
2666:409,45,398,859,1239,1511,268,1444,5604,3711
2676:29,398,673,1595,8445,5961,8665,3751,6862,11035
2689:508,65,568,656,1140,429,1403,999,3101,1511
2693:790,418,21813,42901,3840,10567,88166,2725,19178,17783
2708:302,654,76,616,58,8,84,29,650,70
2709:245,327,61,698,32,787,1196,902,364,409
2713:518,32,1405,353,999,1511,2193,1987,5998,4919
2715:168,1276,719,5767,1326,5738,2318,463,984,2153
2716:2520,16542,21085,39253,39336,56430,118672,17893,58632,76547
2727:17,302,654,616,58,8,84,29,650,518
2730:302,654,616,58,8,84,29,650,70,564
2731:17,302,654,616,58,8,84,29,650,70
2734:5729,3203,3693,39034,48443,35020,38652,53328,64193,97618
2735:8,4755,5998,1352,3704,803,7407,2880,1527,4444
2737:1348,42701,12999,10067,10410,43485,40414,26290,30720,13376
2745:866,361,986,103,254,4967,4422,9572,5699,8398
2746:2312,28632,23595,48210,31342,8419,24118,16151,22059,27209
2748:2545,23971,75919,61595,52976,122558,6271,45271,122986,17358
2756:17,84,354,1102,301,289,62,554,356,483
2760:17,302,654,616,58,8,866,84,29,650
2776:2567
2799:441,3847,2593,16465,13881,11260,29311,13031,5083,9055
2802:17,84,354,1102,1348,303,392,2024,5514,1212
2803:43002,48155,94755,97817,2595
2804:94,182,1764,714,928,13599,3531,19826,19696,6039
2805:7322,46140,100654,116429,39273,63159,95691,89646,117508,39575
2812:17,302,654,616,58,8,84,29,650,70
2815:399,10648,30976,7925,51839,30946,38867,25670,47350,7521
2827:508,138,813,1822,493,86,1231,720,5286,2831
2831:17,302,654,616,58,8,84,29,650,70
2846:17,302,654,616,58,8,84,29,650,564
2848:302,654,616,58,8,84,29,650,564,518
2853:2646,18850,83814,86461
2854:17,654,84,29,518,354,1102,138,301,736
2857:97,3514,4797,601,18359,6417,1043,17656,15627,15489
2858:302,654,616,58,8,84,29,650,564,518
2861:219,2917,8772,10813,8483,4040,30936,6264,11590,19337
2871:1352,189,1991,2028,5184,2051,5254,8848,6266,16174
2907:17,302,654,616,58,84,29,518,542,354
2912:1790,2068,9289,4320,2852,8111,8321,2704,11145,11857
2914:302,654,616,58,8,84,29,650,564,518
2924:2715,3177,12207,23285,14662,11859,30880,27414,37045,29534
2925:2548,5738,2717,1752,4425,11612,4427,15772,26985,4586
2947:63775,33315,2741,28341,66050,18970,66993,24301,8643,46125
2951:6168,18529,26298,73235,83623,95683,108678,28931,49510,63401
2959:429,5523,13832,2755,33780,76090,4577,64761,3849,72914
2960:245,327,363,32,787,873,65,2139,1119,947
2963:736,1196,114,546,1511,4904,633,1539,268,1603
2965:2757,36338,27207,96114,64461,3769,78533,96563,569,41632
2967:17,302,654,616,58,8,84,29,650,518
2970:861,394,273,483,1822,1305,3323,1127,1624,3231
2977:4262,1589,283,14685,21513,38898,10067,48882,443,53598
2981:17,302,654,616,58,8,84,29,650,70
2989:899,1119,358,48,2162,1187,891,199,496,875
2990:9127,5671,10348,17271,8345,440,741,22420,13581,29000
3002:2799
3004:719,984,463,5480,661,1400,8860,760,574,9874
3011:8093,55993,85653,2807,109829,112786,60955,11851,115356,61169
3013:378,931,1462,1790,953,2275,533,7006,1991,653
3037:2826
3038:2031,13889,2827,54142,15020,8585,26234,9094,28762,54424
3044:17,654,84,29,518,354,1102,138,301,736
3070:76,6901,670,1651,7491,15720,8783,3937,684,10692
3081:301,3323,4453,3855,98,8156,11743,5732,1556,8845
3100:17,302,654,616,58,8,84,29,650,70
3102:877,2888,18240,4462,7404,22159,29475,15009,38251,31945
3105:616,542,861,1196,94,486,1140,859,1403,114
3107:81,564,226,508,698,364,986,1023,1405,1535
3110:32,931,1744,1471,1987,1693,472,1065,1825,559
3111:17,654,84,518,354,1102,138,301,736,15
3113:429,6546,20161,32755,13832,7067,4577,71515,3849,59259
3121:17,302,654,76,616,58,8,866,84,29
3125:138,301,1245,1550,1462,1822,449,1762,3017,521
3126:2907,86726
3129:17,302,654,616,58,8,84,29,650,70
3139:866,20467,13083,8818,17934,56260,21098,2638,1763,46018
3144:8,2139,358,168,5998,803,984,7407,5480,1400
3152:409,1276,225,1471,2140,1822,633,925,4187,3231
3166:34472
3167:736,698,2139,40,1344,1987,1164,124,3288,1131
3169:17,302,654,616,58,8,84,29,650,70
3170:508,1133,5689,11789,11252,25174,34072,3018,22070,5483
3172:2953,1254,37572,38941,7737,27161,81144,53880,7769,52182
3176:17,302,654,616,58,8,84,29,650,81
3183:302,29,358,1462,2618,1476,495,1937,1762,1362
3184:8066,817,8935,49052,32085,12948,25519,54805,83392,89635
3193:17,302,654,76,616,58,8,84,29,650
3195:787,947,2950,1800,18756,19696,24672,2027,3385,6789
3220:17,302,654,616,58,8,84,29,650,70
3229:363,1109,2369,2831,5548,2976,6548,2644,11720,5026
3234:17,654,8,84,29,518,354,1102,138,301
3237:23967,28605,54099,110318,41101,9915,28760,11241,102041,22678
3238:327,8095,5905,2246,161,18846,18197,22518,21356,13162
3239:302,654,58,29,354,1102,6,162,239,190
3246:5975,3034,7926,603,10981,3150,5319,4040,17316,11590
3258:302,654,616,58,8,866,84,29,650,70
3263:81,6,5767,731,1508,3599,3423,2469,2241,1795
3264:3053,102063,103223
3277:2265,1913,1326,2848,5738,8860,1546,2685,7180,4394
3279:76,866,564,736,361,861,873,1196,182,190
3295:500,10039,5812,17403,4743,20279,12227,11157,53145,56166
3305:385,805,5726,4979,28166,33223,22801,10543,31619,48992
3306:8783,14470,3095,5775,48431,24647,31739,9557,16372,27427
3308:327,1109,1287,3304,6793,563,128,4499,388,967
3309:17,302,654,616,58,8,84,29,650,70
3319:3109
3320:840,157,3196,10541,5111,27070,1566,7160,14793,27094
3328:17,302,654,616,58,8,84,29,650,70
3329:225,3125,12090,15207,49767,36541,21978,65648,45648,43268
3335:17,302,654,616,58,8,84,29,650,70
3346:402,4268,1499,2955,718,5699,3521,7910,1262,3347
3352:301,327,61,4967,54,3855,3313,6793,1786,2166
3353:76,873,901,7194,670,14700,9567,6477,5711,7491
3360:17,654,8,84,29,70,518,542,354,1102
3374:61,8365,5749,6137,3169,1739,38,897,18846,17819
3376:81,70,780,1239,5767,3137,962,731,140,888
3383:1462,30093,51044,16977,45065,33180,42836,42883,75000,29417
3386:236,3448,776,14750,4724,12253,4203,8861,4756,10075
3411:70,273,179,2937,2626,1866,1927,42,381,743
3412:43024,88275,56533,88968,104247,107299,68683,71593,72467,78657
3413:508,301,245,1410,378,1405,656,2200,119,103
3416:1712,46903,10138,11343,16519,44164,57026,46775,10145,31870
3419:302,654,616,58,8,84,29,650,70,564
3421:17,302,654,616,58,8,84,29,650,70
3423:508,5689,11252,25174,22070,3018,22412,10676,7377,7668
3426:61,554,1196,1403,3101,1511,1804,1578,1305,3223
3428:302,654,76,616,58,8,84,29,650,564
3429:17,302,654,616,58,8,866,84,29,650
3431:18459,3225,47290,80576,88768
